"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
24.71,40.55,155,4,76.87,69.23,"Delta","analytics","media","success"
28.56,32.99,154,3,65.85,4.94,"Delta","database","media","rolled_back"
13.96,49.05,150,2,84.48,8.83,"Beta","api","media","success"
3.28,14.41,163,3,67.13,53.56,"Alpha","api","crítica","success"
13.5,26.59,148,1,76.84,38.84,"Alpha","analytics","media","success"
18.59,1.5,139,0,87.77,40.38,"Alpha","database","alta","failed"
4.16,6.26,169,1,66.82,29.41,"Gamma","api","media","success"
9.24,28.55,138,2,61.82,4.06,"Gamma","analytics","alta","success"
17.39,0.8,153,0,87.48,10.3,"Alpha","analytics","alta","success"
10.5,6.74,168,3,69.98,25.45,"Alpha","database","alta","success"
17.58,22.92,132,2,83.25,3.62,"Alpha","ui","media","success"
19.18,6.65,158,1,81.56,12.27,"Alpha","auth","baja","success"
19.95,6.42,152,3,NA,2.71,"Gamma","auth","baja","success"
19.52,50.14,145,1,60.74,43.98,"Gamma","ui","baja","rolled_back"
8.71,29.01,147,4,59.92,19.25,"Alpha","auth","baja","success"
28.9,22.13,144,3,65.21,38.6,"Gamma","auth","baja","failed"
10.56,15.45,146,1,96.5,3.57,"Beta","api","baja","success"
10.65,23.23,153,1,92.84,7.25,"Beta","ui","baja","success"
4.08,17.66,164,0,69.21,3.64,"Alpha","auth","media","success"
12.22,17.56,160,4,72.14,6.58,"Alpha","api","media","success"
11.89,9.63,140,0,84.9,27.45,"Beta","api","baja","success"
25.3,20.45,154,9,77.69,2.79,"Alpha","ui","media","success"
5.78,37.71,129,0,52.75,14.63,"Beta","ui","media","success"
18.2,5.83,161,2,63.41,28.65,"Delta","ui","baja","failed"
15.63,31.07,142,2,83.42,2.33,"Delta","auth","media","success"
7.46,7.22,136,2,74.05,24.56,"Beta","auth","alta","success"
19.71,40.18,143,5,63.44,13.15,"Beta","auth","alta","success"
11.91,6.19,169,5,70.52,3.47,"Delta","ui","baja","success"
8.66,19.84,142,3,53.84,13.71,"Beta","analytics","baja","success"
10.26,8.61,144,0,61.94,82.4,"Delta","api","media","success"
22.28,29.8,162,1,80.09,82.89,"Alpha","database","alta","failed"
14.27,0.87,165,1,83.55,7.4,"Alpha","api","alta","success"
5.56,35.62,155,1,47.81,0.58,"Beta","analytics","alta","success"
35.39,11.68,155,1,81.3,10.72,"Beta","api","baja","success"
6.46,6.93,147,1,64.5,7.31,"Beta","api","baja","success"
13.73,35.1,141,0,69.79,40.87,"Delta","auth","crítica","success"
31.84,23.57,169,3,74.73,2,"Alpha","ui","baja","success"
6.79,73.38,139,1,75.5,29.21,"Beta","database","baja","success"
8.82,3.83,134,3,68.75,46.37,"Alpha","analytics","alta","success"
16.12,28.14,145,2,72.51,5.26,"Alpha","analytics","baja","success"
10.25,25.42,140,0,78.48,14.5,"Gamma","auth","alta","failed"
18.27,5.11,143,3,85.97,62.69,"Gamma","analytics","crítica","success"
15.71,10.71,146,5,89.67,8.19,"Gamma","ui","crítica","success"
6.87,5.13,147,3,98.02,98.26,"Gamma","ui","baja","success"
11.54,17.54,149,3,53.73,18.27,"Gamma","database","media","success"
26.43,17.82,169,4,69.9,9.81,"Gamma","auth","media","failed"
16.5,35.71,142,1,76.33,0.53,"Beta","auth","alta","success"
17.69,36.89,143,0,79.86,1.59,"Beta","api","crítica","success"
9.47,8.5,165,0,52.4,3.57,"Beta","auth","crítica","rolled_back"
34.28,21.8,164,1,64.51,27.44,"Beta","analytics","media","success"
34.89,17.62,149,1,55.38,7.9,"Delta","analytics","media","success"
10.88,23.11,162,2,52.72,5.07,"Delta","api","media","failed"
11.84,26.09,155,1,81.44,9.56,"Gamma","ui","baja","rolled_back"
2.49,9.69,151,3,95.21,0.92,"Alpha","auth","media","success"
20.96,19.4,144,1,80.58,12.07,"Beta","analytics","crítica","success"
13.38,41.9,138,1,73.19,86.23,"Delta","api","baja","success"
13.16,34.63,147,1,75.35,13.47,"Beta","analytics","media","success"
5.25,42.54,172,0,57.91,3.05,"Beta","api","baja","success"
19.64,7.8,150,2,71.57,16.92,"Delta","auth","crítica","success"
34.36,16.49,140,4,97.57,22.54,"Delta","auth","baja","success"
19.5,40.31,145,4,63.78,98.27,"Delta","auth","media","success"
11.84,12.83,147,3,57.87,13.5,"Alpha","api","baja","success"
23.69,43.87,151,4,57.21,16.86,"Beta","auth","media","success"
4.04,23.98,139,4,70.75,18.52,"Beta","database","media","success"
17.1,47.62,167,3,72.93,5.04,"Gamma","api","alta","success"
6.32,22.03,146,3,88.33,20.58,"Delta","api","baja","success"
12.54,5.04,149,2,70.36,9.37,"Alpha","ui","crítica","success"
20.92,10.84,143,0,67.9,2.55,"Delta","api","baja","success"
18.95,9.46,167,1,98.58,0.08,"Alpha","api","baja","success"
30.32,4.41,145,4,87.69,0.92,"Delta","database","media","success"
30.29,6.98,165,1,NA,0.4,"Beta","database","baja","failed"
6.05,15.19,153,1,85.19,15.12,"Gamma","ui","media","success"
26.49,11.82,142,0,71.55,29.09,"Delta","database","baja","success"
18.63,6.95,151,1,94.24,1.71,"Delta","analytics","alta","success"
7.96,43.37,137,3,77.51,4.05,"Alpha","database","alta","success"
17.46,28.76,146,0,87.21,29.01,"Gamma","database","baja","success"
9.87,19.93,152,1,65.03,43.17,"Beta","ui","crítica","success"
10.45,9.38,151,2,71.2,4.31,"Alpha","analytics","crítica","success"
17.59,44.65,158,0,84.01,9.11,"Delta","api","crítica","success"
26.31,24.22,160,3,59.68,47.4,"Delta","ui","media","rolled_back"
16.68,38.18,144,2,90.34,14.61,"Alpha","database","baja","success"
14.27,19.06,152,1,80.17,18.73,"Delta","ui","alta","success"
41.3,17.2,151,3,70.84,56.97,"Gamma","analytics","alta","success"
21.51,19.72,153,1,72.46,3.04,"Delta","analytics","alta","failed"
19.31,29.4,189,3,72.87,1.12,"Gamma","database","alta","failed"
21.26,4.21,163,0,84.05,0.85,"Gamma","analytics","alta","rolled_back"
11.47,6.32,144,3,55.5,51.61,"Alpha","analytics","baja","failed"
4.58,9.09,148,3,84.41,45.49,"Gamma","ui","baja","success"
13.31,8.86,144,1,90.65,0.94,"Gamma","analytics","media","failed"
6.77,14.66,159,3,100,11.37,"Delta","analytics","alta","success"
4.88,20.63,136,2,79.69,27.08,"Beta","analytics","baja","success"
23.61,46.42,171,1,96.47,0.03,"Beta","ui","alta","success"
13.23,3.07,156,1,83.06,21.88,"Gamma","api","alta","success"
11.97,10.74,144,1,68.52,17.65,"Gamma","api","media","success"
15.27,9.66,165,1,71.91,18.14,"Delta","api","crítica","success"
4.47,13.36,151,2,65.04,8.54,"Delta","api","alta","failed"
12.78,27.67,144,2,72.8,11.29,"Alpha","ui","baja","rolled_back"
28.65,15.03,156,1,80.86,17.42,"Gamma","ui","baja","success"
12.32,4.22,163,3,79.24,67.54,"Beta","api","baja","success"
13,21.83,141,3,76.08,1.72,"Alpha","database","baja","success"
18.95,14.51,138,4,68.36,20.25,"Delta","auth","baja","success"
9.97,7.04,172,2,68.41,12.09,"Delta","auth","alta","success"
35.29,13.57,142,0,72.27,0.43,"Delta","analytics","crítica","success"
16.01,20.93,138,2,71.96,6.63,"Beta","auth","baja","success"
17.83,21.66,164,3,75.11,53.82,"Beta","database","baja","success"
8.94,1.79,173,2,61.38,6.5,"Gamma","analytics","media","failed"
29.27,10.54,142,4,84.21,2.38,"Alpha","auth","media","success"
5.56,4.98,132,0,86.33,17.71,"Alpha","ui","baja","success"
21.18,20.72,170,5,72.34,21.15,"Delta","analytics","baja","success"
8.99,10.24,162,2,74.79,10.83,"Gamma","api","media","success"
28.55,17.02,174,1,98.6,39.27,"Beta","database","alta","success"
12.89,37.63,130,2,65.94,36.57,"Beta","ui","baja","success"
8.11,9.1,146,3,57.2,15.92,"Alpha","analytics","baja","success"
11.22,7.36,138,2,87.7,9.14,"Delta","ui","media","failed"
34.83,25.24,156,3,74.94,48.08,"Beta","auth","crítica","success"
19.84,27.35,157,1,89.62,55.39,"Delta","ui","baja","success"
4.67,19.87,153,4,78,26.75,"Beta","api","alta","rolled_back"
10.37,16.82,145,4,63.81,17.21,"Delta","auth","baja","success"
18.73,10.29,142,4,94.2,75.74,"Alpha","database","crítica","success"
25.12,37.68,124,1,69.5,17.85,"Beta","ui","media","success"
12.24,33.62,159,2,62.9,6.81,"Gamma","auth","baja","success"
17.63,61.09,157,3,83.06,0.04,"Beta","auth","alta","failed"
10.43,26.24,160,5,52.43,13.2,"Beta","database","baja","failed"
18.68,16.46,158,3,69.15,14.32,"Delta","auth","baja","success"
11.89,20.59,142,3,73.61,6.82,"Gamma","auth","baja","success"
27.47,33.42,135,1,60.42,3.24,"Beta","database","baja","success"
24.24,3.47,134,3,71.77,9.66,"Alpha","api","media","success"
17.14,8.04,133,3,63.68,9.55,"Beta","analytics","baja","success"
10.73,15.64,152,2,88.94,2.28,"Gamma","auth","alta","success"
16.7,13.86,150,0,68.31,16.91,"Alpha","api","baja","success"
5.91,51.07,156,1,63.3,18.55,"Beta","auth","baja","success"
7.49,22.15,140,3,60.51,12.24,"Beta","auth","alta","success"
7.56,18.18,174,3,72.1,15.77,"Gamma","api","media","success"
15.41,8.91,159,1,76.01,30.39,"Beta","auth","baja","success"
20.55,34.18,151,2,81.43,33.91,"Gamma","api","baja","success"
6.18,9.86,135,0,85.35,54.48,"Gamma","database","media","failed"
4.29,18.54,140,0,82.43,31.9,"Gamma","auth","media","success"
6.43,14.03,143,4,69.15,4.06,"Delta","api","baja","success"
20.77,5.68,141,1,83.73,29.98,"Delta","ui","alta","failed"
29.37,19.33,166,2,77.18,15.91,"Alpha","auth","baja","success"
54.82,12.17,143,3,58.15,11.11,"Alpha","database","baja","success"
26.2,1.17,174,2,56.15,32.56,"Beta","database","baja","success"
17.29,21.68,137,3,78.6,3.68,"Alpha","ui","alta","success"
21.46,5.77,163,2,62.9,8.31,"Alpha","api","baja","success"
8.3,6.1,119,0,64.21,10.81,"Delta","ui","media","success"
13.29,6.48,144,0,91.59,20.27,"Alpha","auth","crítica","success"
14.05,8.91,155,3,56.16,10.36,"Delta","api","crítica","success"
21.19,11.37,155,4,65.4,6.68,"Beta","ui","media","success"
33.28,9.36,170,3,75.13,45.08,"Alpha","analytics","media","success"
12.99,14.15,150,1,60.98,4.51,"Gamma","auth","alta","success"
7.14,6.17,154,9,83.96,38.21,"Gamma","analytics","baja","success"
22.46,20.48,151,4,83.81,0.75,"Beta","auth","media","success"
15.16,3.16,142,6,62.57,54.21,"Beta","analytics","alta","failed"
13.54,20.44,139,4,74.11,32.47,"Gamma","analytics","baja","success"
13.37,3.23,155,1,84.3,20.78,"Delta","analytics","media","success"
14.7,13.95,148,4,78.81,4.43,"Alpha","database","baja","failed"
13.45,11.77,158,4,76.87,16.45,"Beta","auth","media","success"
6.27,46.07,139,1,68.2,6.27,"Alpha","auth","media","success"
15.68,25.54,146,2,77.91,16,"Delta","auth","alta","success"
32.83,20.09,169,4,86.65,25.16,"Delta","ui","baja","failed"
19.86,7.97,134,2,77.51,5.44,"Gamma","auth","baja","failed"
15.21,30.9,177,1,65.55,39,"Delta","analytics","alta","success"
25.98,81.84,161,3,54.22,1.96,"Alpha","analytics","baja","success"
41.05,22.46,162,2,92.13,20.28,"Delta","database","baja","success"
16.93,12.22,156,4,98.61,1.75,"Gamma","database","baja","success"
9.32,13.76,143,3,70.49,4.84,"Delta","api","alta","success"
17.66,6.1,154,5,76.97,33.68,"Beta","api","alta","failed"
13.25,18.67,124,1,70.93,35.96,"Gamma","analytics","media","success"
26.85,19.65,151,2,97,13.47,"Gamma","database","alta","success"
18.27,4.4,143,4,59.49,8.07,"Delta","database","media","success"
5.27,14.99,129,1,67.39,21.19,"Delta","auth","media","success"
19.99,11.92,154,1,65.31,10.3,"Gamma","database","crítica","success"
17.24,17.74,139,0,86.06,21.27,"Beta","api","media","success"
21.92,13.09,163,3,85.02,2.44,"Alpha","database","media","failed"
8.18,15.58,153,2,84.06,13.57,"Gamma","api","media","success"
9.97,14.2,161,1,76.78,1.58,"Beta","api","alta","success"
16.46,12.5,136,3,82.58,34.43,"Delta","api","media","success"
5.14,32.61,141,0,76.55,38.23,"Beta","auth","alta","rolled_back"
19.01,5.96,151,2,76.83,3.81,"Gamma","auth","media","success"
16.28,22.26,161,4,80.25,14.62,"Gamma","analytics","media","success"
24.22,11.71,148,0,75.39,14.68,"Delta","api","baja","rolled_back"
11.56,8.09,143,0,80.71,7.08,"Delta","auth","baja","success"
22.04,10.39,132,1,67.94,20.68,"Gamma","api","baja","success"
41.48,15.53,153,4,58.25,1.07,"Gamma","auth","crítica","success"
9.98,18.71,165,0,56.14,2.02,"Alpha","auth","baja","success"
12.41,9.3,150,0,74.43,19.39,"Gamma","ui","alta","success"
22.33,10.57,137,2,80.9,17.9,"Gamma","api","media","success"
11.1,35.53,162,4,82.87,3.85,"Beta","api","baja","success"
9.94,4.63,147,1,69.44,52.83,"Delta","database","media","success"
33.84,34.52,178,6,66.77,6.89,"Gamma","ui","baja","success"
2.2,19.07,139,3,75.63,17.76,"Gamma","analytics","media","success"
9.92,17.83,161,2,55.76,19.94,"Beta","ui","alta","success"
11.82,15.88,143,1,59.62,8.71,"Beta","auth","baja","success"
33.03,2.54,156,0,71.25,14.98,"Alpha","api","baja","success"
6.24,21.93,144,1,73.69,88.58,"Alpha","auth","baja","failed"
7.8,18.23,168,2,72.47,9.17,"Alpha","database","baja","success"
12.38,3.27,166,1,66.85,21.49,"Beta","ui","baja","success"
18.48,12.98,157,4,71.34,17.82,"Delta","auth","media","success"
12.51,23.26,155,2,67.44,149.9,"Beta","ui","baja","success"
6.45,15.45,150,1,84.9,16.07,"Alpha","api","alta","success"
18.91,5.53,129,1,78.25,22.24,"Gamma","api","media","failed"
24.97,4.13,139,1,82.35,15.59,"Delta","api","media","success"
19.65,23.53,149,1,60.12,37.1,"Beta","api","media","rolled_back"
8.35,14.57,135,3,84.24,2.67,"Beta","ui","baja","failed"
24.72,17.36,150,0,88.07,2.17,"Gamma","auth","media","failed"
7.84,14.91,142,0,80.74,15.93,"Alpha","ui","baja","success"
23.43,27.84,163,4,100,43,"Alpha","api","baja","success"
2.32,27.87,147,1,71.65,1.79,"Alpha","database","media","success"
4.91,18.84,163,2,86.11,0.81,"Gamma","ui","baja","failed"
24.26,22.41,141,2,71.32,12.27,"Gamma","api","baja","failed"
24.26,24.41,130,1,77.88,9.27,"Gamma","analytics","baja","success"
6.22,3.24,165,2,86.74,25.03,"Alpha","database","baja","success"
30.14,15.64,164,2,60.36,17.09,"Beta","ui","alta","success"
32.51,8.84,149,3,72.8,12.12,"Delta","auth","crítica","success"
13.81,30.53,140,2,75.18,14.1,"Beta","analytics","crítica","success"
9.72,10.5,152,3,63.55,6.07,"Gamma","auth","baja","success"
14.63,28.35,150,1,80.87,47.57,"Gamma","auth","crítica","success"
10.03,2.15,145,2,64.5,22.42,"Delta","database","crítica","success"
31.8,32.95,142,5,66.78,13.51,"Gamma","database","baja","success"
13.96,22.13,141,0,55.64,14.42,"Gamma","auth","baja","success"
13.77,21.43,153,4,74.38,12.79,"Gamma","database","media","success"
32.96,18.23,168,5,82.16,1.35,"Beta","database","baja","success"
11.29,20.14,136,3,76.06,13.82,"Alpha","database","alta","failed"
5.25,9.6,164,2,51.76,43.1,"Beta","auth","media","success"
13.3,24.48,148,4,66.98,6.97,"Gamma","ui","media","success"
10.94,7.91,132,2,70.08,4.88,"Delta","analytics","baja","rolled_back"
5.98,25.2,121,1,74,19.46,"Delta","analytics","baja","success"
22.17,24.37,133,4,75.09,28.07,"Alpha","api","baja","success"
5.08,29.91,153,1,75.5,12.54,"Alpha","ui","baja","success"
16.38,32.39,160,2,78.16,24.84,"Beta","analytics","alta","success"
14.54,18.44,154,2,95.96,16.51,"Alpha","auth","media","success"
19.87,14.55,141,3,61.34,0.7,"Gamma","auth","media","success"
9.61,38.18,149,3,69.05,66.66,"Delta","analytics","media","success"
15.87,13.59,152,2,60.31,20.07,"Beta","analytics","baja","success"
7.16,45.48,138,1,68.08,17.14,"Beta","auth","media","success"
11.08,8.12,162,0,70.28,34.94,"Delta","api","baja","success"
13.33,51.36,170,5,88.2,11.13,"Delta","auth","crítica","success"
14.98,1.4,141,0,74.92,6.68,"Beta","database","baja","success"
8.6,24.22,141,3,62.82,3.26,"Alpha","auth","media","success"
8.32,9.94,142,2,86.33,69.38,"Delta","api","media","success"
7.02,24.17,149,3,65.58,1.99,"Alpha","api","baja","success"
12.22,2.69,157,3,63.35,13.8,"Alpha","database","media","success"
16.13,28.8,157,3,76.28,10.06,"Beta","database","crítica","success"
4.1,20.8,129,2,69.73,16.63,"Gamma","api","baja","success"
13.78,10.03,130,4,77.14,4.46,"Beta","api","baja","success"
10.56,24.56,156,1,71.05,53.92,"Beta","auth","alta","success"
22.17,14.22,144,0,50.9,15.1,"Alpha","analytics","alta","success"
4.51,14.63,156,1,72.23,0.3,"Gamma","api","alta","success"
21.64,11.76,139,1,97.45,9.87,"Gamma","analytics","alta","success"
18.1,8.12,133,5,90.86,33.2,"Alpha","auth","crítica","success"
21.23,17.21,172,2,68.04,10.1,"Alpha","database","media","failed"
14.21,25.96,118,2,72.97,2.76,"Alpha","api","media","success"
14.49,30.2,158,4,78.26,7.1,"Beta","ui","baja","success"
16.19,24.5,167,1,70.85,1.94,"Alpha","ui","baja","success"
4.99,25.26,146,4,60.44,NA,"Alpha","ui","alta","success"
9.94,26.14,146,1,67.08,25.85,"Alpha","ui","media","success"
32,94.42,146,2,87.3,17.91,"Beta","analytics","alta","failed"
7.39,10.59,156,1,73.65,21.17,"Alpha","auth","alta","success"
24.08,21.95,158,1,54.95,3.78,"Gamma","database","media","success"
15.9,50.32,160,3,69.05,1.83,"Beta","auth","alta","success"
13.76,5.06,151,2,80.17,37.58,"Beta","auth","media","success"
20.21,26.55,156,1,59.07,70.3,"Gamma","database","baja","success"
3.1,38.07,165,2,78.75,27.17,"Alpha","database","media","success"
26.53,66.84,137,1,60.13,28.54,"Delta","auth","media","failed"
23.45,12.02,154,1,79.89,12.71,"Gamma","database","media","success"
6.5,54.5,147,2,73.27,32.19,"Gamma","analytics","crítica","success"
21.26,26.62,111,0,92.36,134.15,"Beta","analytics","crítica","success"
7.65,45.75,149,1,88.52,2.25,"Delta","auth","baja","success"
15.18,3.05,145,2,65.13,6.01,"Beta","analytics","media","success"
8.85,7.46,146,1,89.1,80.42,"Delta","ui","crítica","success"
21.83,15.35,166,0,79.46,141.11,"Beta","ui","crítica","success"
5.84,7.61,139,0,73.9,33.57,"Beta","database","crítica","success"
6.14,8.01,153,3,80.35,6.73,"Gamma","database","baja","failed"
27.49,24.53,154,3,62.89,16.65,"Delta","api","alta","success"
20.86,33.83,155,0,65.64,0.57,"Gamma","auth","baja","success"
9.42,3.79,163,2,57.07,2.92,"Delta","api","media","success"
7.79,15.18,143,1,69.15,13.52,"Beta","analytics","media","success"
2.61,50.52,147,3,78.2,10.19,"Beta","database","alta","success"
14.56,39.77,130,0,74.11,35.87,"Delta","database","alta","success"
1.56,26.56,143,4,71.63,23.02,"Alpha","api","alta","success"
7.25,12.2,168,2,68.93,2.39,"Delta","auth","alta","success"
20.82,16.51,161,5,82.74,70.64,"Delta","api","alta","success"
11.64,6.21,152,3,68.15,39.88,"Delta","analytics","media","success"
17.74,14.2,146,1,58.44,25.28,"Alpha","database","baja","failed"
4.94,8.54,155,4,63.12,16.4,"Alpha","ui","media","failed"
23.56,52.04,144,3,62.28,53.81,"Delta","analytics","baja","success"
4.22,20.46,159,2,82.05,6.71,"Beta","api","media","success"
8.97,35.69,123,0,77.11,58.39,"Delta","api","baja","success"
9.81,48.76,150,4,75.97,31.2,"Beta","auth","media","success"
16.42,4.17,124,1,94.69,6.06,"Gamma","ui","baja","rolled_back"
17.41,17.27,169,3,71.52,1.98,"Alpha","api","media","success"
11.97,73.21,147,5,84.23,1.19,"Alpha","auth","media","success"
8.64,3.96,157,2,99.04,7.51,"Alpha","api","baja","success"
14.76,42.8,152,2,77.26,3.33,"Alpha","ui","media","success"
9.02,16.88,173,2,72.7,28.25,"Delta","ui","baja","success"
18.89,10.65,136,1,68,15.36,"Gamma","api","crítica","success"
15.6,27,146,0,70.42,33.12,"Delta","ui","baja","rolled_back"
5.11,17.24,167,4,73.56,5.61,"Beta","analytics","baja","failed"
15.5,43.05,133,2,74.03,0.84,"Gamma","ui","media","success"
17.27,4.32,162,1,72.36,2.29,"Delta","auth","media","failed"
12.8,11.48,148,7,60.69,8.42,"Alpha","analytics","crítica","success"
32.8,10.38,154,1,70.05,0.22,"Delta","ui","alta","success"
5.14,19.33,146,2,94.93,15.74,"Gamma","database","baja","success"
15.49,10.62,149,1,56.06,6.27,"Gamma","ui","media","failed"
16.71,12.37,159,1,69.31,14.02,"Gamma","api","media","failed"
16.28,24.46,143,1,69.86,37.51,"Beta","auth","alta","success"
3.8,25.97,153,3,59.92,NA,"Beta","ui","media","success"
2.84,25.57,144,6,77.64,71.38,"Alpha","analytics","baja","success"
17.63,22.81,151,2,58.29,3.67,"Delta","auth","media","success"
15.71,42.07,159,1,77.47,35.98,"Beta","database","media","success"
22.28,12.35,141,2,88.9,40.4,"Gamma","api","baja","success"
12.65,19.29,132,3,59.4,16.46,"Gamma","api","baja","success"
11.74,15.51,149,2,70.75,43.48,"Gamma","ui","media","success"
13.95,20.94,124,3,82.27,7.22,"Delta","analytics","media","rolled_back"
12.42,19.94,154,1,81.53,4.96,"Beta","api","media","success"
5.35,25.81,164,3,63.21,6.85,"Gamma","analytics","media","success"
2.54,14.76,149,2,65.9,3.68,"Gamma","api","baja","rolled_back"
8.04,11.93,139,1,72.28,1.04,"Beta","ui","crítica","failed"
17.52,34.63,141,1,72.31,52.34,"Delta","ui","baja","rolled_back"
47.74,35.3,154,0,82.73,15.67,"Delta","api","baja","success"
8.34,22.77,144,1,76.24,1.14,"Alpha","api","media","success"
5.09,15.66,159,2,86.14,22.55,"Alpha","auth","baja","success"
16.28,71.11,151,3,77.62,17.96,"Alpha","api","baja","failed"
17.31,30.3,138,2,87.75,3.03,"Delta","analytics","media","success"
7.83,17.37,149,2,56.03,8.73,"Alpha","auth","alta","success"
18.39,11.9,165,0,72.85,35.44,"Beta","database","alta","success"
8.6,43.1,162,2,90.96,30.42,"Gamma","ui","baja","failed"
13.81,37.27,144,0,83.16,19.25,"Gamma","api","alta","success"
18.95,37.28,163,2,79.27,46.76,"Delta","analytics","media","success"
20.65,11.14,176,2,79.45,27.97,"Delta","database","crítica","success"
27.27,6.47,138,4,92.19,23.78,"Gamma","database","alta","success"
17.03,18.03,149,2,74.59,7.41,"Beta","ui","baja","success"
10.31,62,139,1,46.54,10.8,"Beta","auth","baja","success"
1.6,18.18,143,4,75.33,16.7,"Beta","ui","alta","success"
12.56,7.75,149,0,71.7,65.79,"Gamma","ui","media","success"
13.67,10.26,145,2,72.92,1.98,"Beta","analytics","media","failed"
34.22,22.1,141,3,70.76,33.97,"Beta","analytics","media","success"
5.88,17.11,149,3,62.74,0.43,"Delta","auth","alta","failed"
13.11,17.08,155,1,100,74.33,"Gamma","database","media","failed"
12.83,3.88,147,2,70.02,5.08,"Beta","auth","alta","success"
3.59,24.35,148,1,87.05,5.11,"Beta","analytics","alta","success"
2.51,2.93,134,2,71.63,2.66,"Beta","database","alta","success"
17.06,5.46,148,3,73.28,70.2,"Delta","auth","crítica","success"
13.5,21.08,151,2,60.15,11.19,"Gamma","database","media","success"
5.44,23.85,155,5,83.18,9.52,"Beta","api","alta","success"
6.94,1.99,154,2,77.62,5.57,"Delta","ui","media","failed"
4.44,13.39,137,4,89.79,17.75,"Delta","api","alta","success"
23.7,10.09,145,0,65.59,10.85,"Alpha","database","baja","success"
5.5,11.43,146,2,69.43,0.81,"Alpha","api","media","success"
37.24,23,171,2,79.96,1.79,"Gamma","auth","baja","success"
16.68,15.63,129,4,83.65,35.49,"Gamma","auth","alta","success"
12.37,3.13,157,2,76.92,4.14,"Gamma","analytics","baja","success"
5.42,4.99,153,6,77.14,10.21,"Gamma","auth","crítica","rolled_back"
8.86,29.54,130,0,100,1.41,"Delta","api","media","rolled_back"
12.58,9.74,151,3,84.44,9.55,"Alpha","ui","baja","success"
3.24,14.89,125,2,75.84,80.72,"Beta","ui","baja","success"
5.72,17.78,148,4,77.05,87.3,"Beta","ui","baja","success"
17.07,11.21,125,5,71.62,10.21,"Alpha","analytics","media","failed"
27.94,25.9,155,1,56.44,0.71,"Alpha","database","media","failed"
34.92,53.48,147,0,83.44,5.65,"Alpha","auth","alta","success"
15.42,13.03,132,1,61.34,2.86,"Delta","ui","alta","failed"
4.57,28.53,146,4,83.26,27.62,"Delta","api","alta","failed"
14.13,40.15,144,3,83.14,2.65,"Delta","database","crítica","success"
16.95,14.06,142,0,66.06,49.74,"Alpha","api","alta","success"
24.84,31.55,150,3,64.16,4.66,"Delta","auth","media","failed"
18.09,19.41,150,4,100,10.04,"Gamma","ui","baja","success"
12.2,21.78,150,2,82.64,18.68,"Alpha","analytics","media","success"
27.4,12.22,159,1,66.17,10.27,"Gamma","analytics","media","success"
19.35,14.62,171,3,96.08,5.66,"Delta","auth","media","success"
3.56,57.87,149,3,70.38,4.57,"Alpha","analytics","media","failed"
36.62,6.67,147,0,78.89,14.99,"Alpha","auth","baja","success"
9.42,25.96,136,4,78.29,10.28,"Beta","analytics","baja","rolled_back"
19.56,4.14,151,1,68.74,35.13,"Delta","database","baja","success"
19.09,12.22,143,2,75.39,45.22,"Gamma","auth","crítica","failed"
10.21,14.5,150,1,72.04,36.6,"Alpha","ui","crítica","success"
12,25.64,147,1,57.1,26.86,"Gamma","analytics","alta","success"
28.51,26.61,143,3,79.02,2.28,"Delta","ui","media","success"
12.3,8.1,156,4,71.65,10.69,"Beta","database","alta","success"
5.61,23.08,145,2,68.08,1.67,"Delta","auth","alta","success"
15.78,5.76,149,1,55.7,20.91,"Beta","analytics","media","success"
18.91,39.1,168,2,78.77,51.81,"Beta","auth","baja","failed"
13.3,3.53,160,3,75.56,14.07,"Beta","analytics","crítica","success"
17.45,40.61,149,2,98.67,8.6,"Beta","ui","media","success"
17.1,20.81,170,2,93.39,47.55,"Delta","auth","media","success"
7.74,22.33,161,3,68.45,11.87,"Beta","auth","baja","failed"
21.01,39.98,150,2,63.15,46.13,"Alpha","api","baja","success"
11.78,20.8,168,2,68.2,13.64,"Gamma","analytics","baja","success"
26.89,23.72,148,3,64.98,10.66,"Delta","analytics","baja","success"
11.92,4.53,151,1,70.58,39.75,"Gamma","analytics","media","success"
13.89,35.77,157,1,96.33,39.91,"Delta","database","alta","success"
27.38,42.65,161,3,59.87,12.34,"Beta","api","baja","failed"
1.33,51.01,164,2,85.07,9.62,"Gamma","api","baja","success"
21.52,4.05,169,3,76.04,3.62,"Beta","database","baja","success"
13.1,28.73,141,0,69.8,26.46,"Gamma","database","baja","success"
8.08,37.97,127,0,81.19,43.16,"Gamma","ui","crítica","success"
10.93,16.13,142,3,67.39,72.97,"Delta","ui","baja","success"
29.68,82.95,160,1,61.49,5.18,"Gamma","database","baja","success"
12.2,16.97,182,3,94.34,5.1,"Gamma","analytics","alta","success"
12.65,29.5,147,0,58.85,11.21,"Gamma","api","media","success"
15.07,16.62,134,4,71.16,49.21,"Gamma","analytics","media","success"
35.13,28.04,150,5,88.6,18.6,"Delta","ui","media","success"
20.27,22.62,164,3,83.23,1.02,"Gamma","ui","alta","success"
33.24,38.84,162,4,78.21,11.26,"Delta","ui","crítica","success"
25.32,16.84,146,2,67.59,23.26,"Delta","auth","alta","success"
6.36,16.1,152,3,74.26,2.98,"Gamma","ui","baja","success"
20.04,5.03,138,0,88.23,4,"Delta","database","crítica","success"
